window_size,send_max_try,request_count,simulation_duration_s,simulator_accuracy,node_count,edge_probability,memory_size,query_time_s,link_rate_pairs_s,link_delay_s,link_buffer,repetitions,seeds,algorithm,congestion_history_weight,mean_request_throughput_pairs_s,throughput_std_pairs_s,total_edr_pairs_s,edr_std_pairs_s,mean_completed_pairs,mean_dropped_pairs,dropped_std_pairs,mean_in_flight_pairs,mean_edr_cv,edr_cv_std,throughput_change_pct_vs_historical,edr_change_pct_vs_historical
1,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
1,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,19.520000,0.000000,97.600000,0.000000,976.000000,0.000000,0.000000,10.666667,0.002049,0.000000,0.000000,0.000000
2,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.106667,1.206796,190.533333,6.033978,1905.333333,43.333333,61.282588,21.333333,0.030535,0.040279,0.000000,0.000000
2,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.106667,1.206796,190.533333,6.033978,1905.333333,43.333333,61.282588,21.333333,0.030535,0.040279,0.000000,0.000000
2,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.880000,0.113137,194.400000,0.565685,1944.000000,0.666667,0.942809,21.333333,0.004371,0.003277,0.000000,0.000000
2,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.720000,0.339411,193.600000,1.697056,1936.000000,0.000000,0.000000,21.333333,0.009158,0.010047,-0.411523,-0.411523
2,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.813333,0.207418,194.066667,1.037090,1940.666667,0.000000,0.000000,21.333333,0.006485,0.006268,0.000000,0.000000
2,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,0.412229,0.412229
2,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.906667,0.075425,194.533333,0.377124,1945.333333,0.000000,0.000000,21.333333,0.003542,0.002106,0.000000,0.000000
2,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,0.171350,0.171350
2,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
2,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
2,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
2,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
2,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
2,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,38.373333,0.829672,191.866667,4.148360,1918.666667,0.000000,0.000000,21.333333,0.021131,0.026980,0.000000,0.000000
2,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,38.973333,0.018856,194.866667,0.094281,1948.666667,0.000000,0.000000,21.333333,0.001909,0.000204,1.563586,1.563586
3,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,53.206667,3.886158,266.033333,19.430789,2660.333333,298.000000,222.896089,30.000000,0.153026,0.106723,0.000000,0.000000
3,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,53.206667,3.886158,266.033333,19.430789,2660.333333,298.000000,222.896089,30.000000,0.153026,0.106723,0.000000,0.000000
3,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.700000,2.277016,283.500000,11.385078,2835.000000,15.333333,20.981473,32.000000,0.036467,0.047230,0.000000,0.000000
3,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,57.293333,1.161417,286.466667,5.807084,2864.666667,0.333333,0.471405,32.000000,0.022994,0.020779,1.046443,1.046443
3,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.706667,2.281656,283.533333,11.408282,2835.333333,2.666667,3.771236,32.000000,0.038091,0.049925,0.000000,0.000000
3,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,57.986667,0.444322,289.933333,2.221611,2899.333333,0.000000,0.000000,32.000000,0.011321,0.011877,2.257230,2.257230
3,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.673333,2.328796,283.366667,11.643978,2833.666667,1.666667,2.357023,32.000000,0.038505,0.050510,0.000000,0.000000
3,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.576168,2.576168
3,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.693333,2.300512,283.466667,11.502560,2834.666667,1.000000,1.414214,32.000000,0.039518,0.051943,0.000000,0.000000
3,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.539981,2.539981
3,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.620000,2.404219,283.100000,12.021093,2831.000000,0.333333,0.471405,31.666667,0.041107,0.054190,0.000000,0.000000
3,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.672789,2.672789
3,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.613333,2.413646,283.066667,12.068232,2830.666667,0.000000,0.000000,32.000000,0.041313,0.054481,0.000000,0.000000
3,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.684880,2.684880
3,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.640000,2.375935,283.200000,11.879675,2832.000000,0.000000,0.000000,32.000000,0.040641,0.053532,0.000000,0.000000
3,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.636535,2.636535
3,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.526667,2.536209,282.633333,12.681044,2826.333333,0.000000,0.000000,32.000000,0.043484,0.057552,0.000000,0.000000
3,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.842316,2.842316
3,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,56.533333,2.526781,282.666667,12.633905,2826.666667,0.000000,0.000000,32.000000,0.043360,0.057376,0.000000,0.000000
3,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,58.133333,0.237954,290.666667,1.189771,2906.666667,0.000000,0.000000,32.000000,0.006064,0.004459,2.830189,2.830189
4,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,65.966667,8.073435,329.833333,40.367176,3298.333333,759.666667,515.780530,40.333333,0.273851,0.167607,0.000000,0.000000
4,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,65.966667,8.073435,329.833333,40.367176,3298.333333,759.666667,515.780530,40.333333,0.273851,0.167607,0.000000,0.000000
4,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.486667,4.362425,367.433333,21.812127,3674.333333,77.666667,105.623019,42.333333,0.090159,0.096773,0.000000,0.000000
4,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,71.980000,4.490256,359.900000,22.451281,3599.000000,61.666667,87.209836,42.666667,0.114513,0.070019,-2.050259,-2.050259
4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.840000,3.942520,369.200000,19.712602,3692.000000,38.000000,53.740115,42.666667,0.082901,0.087399,0.000000,0.000000
4,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,72.593333,4.906766,362.966667,24.533832,3629.666667,36.666667,51.854497,42.666667,0.108833,0.094157,-1.688335,-1.688335
4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,74.086667,3.597493,370.433333,17.987465,3704.333333,17.000000,24.041631,42.666667,0.087345,0.093670,0.000000,0.000000
4,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.033333,4.317849,365.166667,21.589246,3651.666667,15.000000,21.213203,42.666667,0.101210,0.084317,-1.421758,-1.421758
4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.980000,3.746607,369.900000,18.733037,3699.000000,7.000000,9.899495,42.666667,0.079369,0.082417,0.000000,0.000000
4,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.246667,4.035917,366.233333,20.179583,3662.333333,7.000000,9.899495,42.666667,0.092863,0.073844,-0.991259,-0.991259
4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.873333,3.895855,369.366667,19.479277,3693.666667,3.333333,4.714045,42.666667,0.077736,0.080115,0.000000,0.000000
4,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.093333,4.238281,365.466667,21.191403,3654.666667,2.666667,3.771236,42.666667,0.099129,0.081672,-1.055861,-1.055861
4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,74.013333,3.699994,370.066667,18.499970,3700.666667,2.333333,3.299832,42.666667,0.074420,0.075441,0.000000,0.000000
4,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.140000,4.176538,365.700000,20.882688,3657.000000,1.000000,1.414214,42.666667,0.097847,0.080052,-1.179968,-1.179968
4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.720000,4.110604,368.600000,20.553021,3686.000000,0.333333,0.471405,42.666667,0.081993,0.086119,0.000000,0.000000
4,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.153333,4.158921,365.766667,20.794604,3657.666667,1.000000,1.414214,42.666667,0.087793,0.067696,-0.768674,-0.768674
4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.886667,3.877193,369.433333,19.385963,3694.333333,0.000000,0.000000,42.666667,0.077546,0.079848,0.000000,0.000000
4,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,72.946667,4.433128,364.733333,22.165639,3647.333333,0.333333,0.471405,42.666667,0.095069,0.076575,-1.272219,-1.272219
4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,73.926667,3.821216,369.633333,19.106078,3696.333333,0.333333,0.471405,42.666667,0.080398,0.083868,0.000000,0.000000
4,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,73.133333,4.185350,365.666667,20.926751,3656.666667,0.000000,0.000000,42.666667,0.091422,0.072077,-1.073136,-1.073136
5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,78.880000,11.238837,394.400000,56.194187,3944.000000,1343.000000,819.996748,49.666667,0.352572,0.219254,0.000000,0.000000
5,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,78.880000,11.238837,394.400000,56.194187,3944.000000,1343.000000,819.996748,49.666667,0.352572,0.219254,0.000000,0.000000
5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,85.146667,9.847982,425.733333,49.239912,4257.333333,239.666667,286.882477,53.000000,0.162058,0.140575,0.000000,0.000000
5,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.006667,7.453256,425.033333,37.266279,4250.333333,168.333333,172.847396,52.333333,0.174992,0.074799,-0.164422,-0.164422
5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,85.393333,10.280653,426.966667,51.403264,4269.666667,138.000000,177.095078,52.333333,0.168204,0.149374,0.000000,0.000000
5,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.673333,8.994537,428.366667,44.972683,4283.666667,94.333333,133.407479,53.000000,0.152619,0.101077,0.327894,0.327894
5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,85.226667,10.056604,426.133333,50.283021,4261.333333,94.000000,128.018228,53.000000,0.166024,0.142664,0.000000,0.000000
5,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.620000,9.178075,428.100000,45.890377,4281.000000,78.666667,111.251467,53.333333,0.160928,0.116507,0.461514,0.461514
5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.106667,9.240149,430.533333,46.200746,4305.333333,69.666667,97.817290,53.333333,0.159160,0.139162,0.000000,0.000000
5,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.413333,9.455500,427.066667,47.277502,4270.666667,63.333333,89.566859,52.666667,0.168290,0.126264,-0.805203,-0.805203
5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.286667,9.039621,431.433333,45.198107,4314.333333,50.000000,70.710678,53.000000,0.153073,0.131395,0.000000,0.000000
5,6,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.540000,9.285358,427.700000,46.426788,4277.000000,52.666667,74.481914,53.333333,0.165332,0.122330,-0.865333,-0.865333
5,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.680000,8.495285,433.400000,42.476425,4334.000000,39.333333,55.625733,53.333333,0.155098,0.134211,0.000000,0.000000
5,7,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,85.973333,8.706018,429.866667,43.530092,4298.666667,35.666667,50.440284,53.000000,0.161705,0.117531,-0.815259,-0.815259
5,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.620000,8.578220,433.100000,42.891102,4331.000000,35.000000,49.497475,53.333333,0.155715,0.135068,0.000000,0.000000
5,8,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,86.000000,8.670517,430.000000,43.352585,4300.000000,26.666667,37.712362,53.333333,0.157431,0.111912,-0.715770,-0.715770
5,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.240000,9.104299,431.200000,45.521497,4312.000000,23.666667,33.469721,53.333333,0.149570,0.126530,0.000000,0.000000
5,9,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,86.153333,8.466756,430.766667,42.333780,4307.666667,25.000000,35.355339,53.333333,0.156025,0.110074,-0.100495,-0.100495
5,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,86.300000,9.021146,431.500000,45.105728,4315.000000,14.666667,20.741799,53.000000,0.148466,0.124999,0.000000,0.000000
5,10,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,86.133333,8.493297,430.666667,42.466484,4306.666667,14.000000,19.798990,53.333333,0.156274,0.110400,-0.193125,-0.193125
6,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,81.906667,10.551983,409.533333,52.759917,4095.333333,2894.333333,922.072424,60.000000,0.387499,0.197316,0.000000,0.000000
6,1,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,81.906667,10.551983,409.533333,52.759917,4095.333333,2894.333333,922.072424,60.000000,0.387499,0.197316,0.000000,0.000000
6,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,89.413333,8.533734,447.066667,42.668672,4470.666667,653.333333,262.846385,62.333333,0.220410,0.106173,0.000000,0.000000
6,2,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,93.693333,7.405878,468.466667,37.029388,4684.666667,362.000000,205.557778,62.666667,0.215278,0.048783,4.786758,4.786758
6,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,88.480000,8.911042,442.400000,44.555209,4424.000000,443.000000,156.794983,62.666667,0.232509,0.136658,0.000000,0.000000
6,3,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,92.540000,9.517941,462.700000,47.589705,4627.000000,239.666667,173.478785,63.666667,0.243655,0.087243,4.588608,4.588608
6,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,89.460000,7.792321,447.300000,38.961605,4473.000000,309.333333,79.705012,63.666667,0.205056,0.115811,0.000000,0.000000
6,4,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,93.246667,8.790849,466.233333,43.954244,4662.333333,148.666667,87.993687,63.666667,0.213936,0.072434,4.232804,4.232804
6,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,historical_only,1.000000,89.246667,7.076352,446.233333,35.381759,4462.333333,230.333333,58.208438,63.666667,0.206222,0.114368,0.000000,0.000000
6,5,5,10.000000,1000,50,0.100000,10,0.050000,1000.000000,0.001000,1,3,101;202;303,real_time_memory_aware,0.500000,93.400000,8.548731,467.000000,42.743654,4670.000000,116.666667,68.946034,63.666667,0.216283,0.073619,4.653769,4.653769
